InvoiceNumber	Date	ProductCode	TotalCost	TotalSalesAmount	SalesPersonCode	FirstName	LastName	Country
INV4692	2015/6/26	BIKE4200	4294.5	5726	usr007	Christina	Cook	Philippines
INV4706	2016/4/4	BIKE4200	1073.625	1431.5	usr050	Maria	Stanley	Philippines
INV4720	2013/9/12	BIKE4540	305.1	406.8	usr015	Melissa	Lynch	Philippines
INV4749	2016/1/6	CLTH4275	337.4625	449.95	usr001	Elizabeth	Hayes	Philippines
INV4752	2014/7/11	BIKE3640	1264.575	1686.1	usr042	Jessica	Larson	Philippines
INV4753	2013/2/19	CLTH4275	674.925	899.9	usr029	Kelly	Howell	Philippines
INV4757	2015/7/12	CLTH4240	708.5925	944.79	usr023	Randy	Brown	Philippines
INV4760	2015/4/21	ACCE3940	2429.9775	3239.97	usr024	Barbara	Martinez	Philippines
INV4763	2014/11/11	ACCE3940	2429.9775	3239.97	usr022	Elizabeth	Weaver	Philippines
INV4768	2014/10/6	BIKE4540	671.22	894.96	usr008	Rachel	Arnold	Philippines
INV4774	2013/3/25	CLTH4275	1349.85	1799.8	usr034	Gloria	Fisher	Philippines
INV4775	2013/8/27	ACCE3825	587.2425	782.99	usr007	Christina	Cook	Philippines
INV4787	2014/12/5	ACCE3825	2936.2125	3914.95	usr007	Christina	Cook	Philippines
INV4790	2014/8/11	BIKE4540	386.46	515.28	usr002	Dorothy	Hill	Philippines
INV4812	2015/4/3	CLTH4275	1687.3125	2249.75	usr029	Kelly	Howell	Philippines
INV4825	2014/3/14	BIKE3640	1011.66	1348.88	usr028	Jennifer	Bell	Philippines
INV4827	2014/8/1	BIKE4200	1073.625	1431.5	usr021	Doris	Jones	Philippines
INV4836	2014/10/8	BIKE4540	101.7	135.6	usr033	Keith	Cox	Philippines
INV4838	2013/1/1	BIKE3600	4294.5	5726	usr002	Dorothy	Hill	Philippines
INV4880	2015/10/19	CLTH4275	742.4175	989.89	usr046	Kathleen	Scott	Philippines
INV4885	2013/6/16	ACCE3825	2348.97	3131.96	usr032	Joe	Perry	Philippines
INV4910	2015/8/4	ACCE3940	2429.9775	3239.97	usr007	Christina	Cook	Philippines
INV4923	2013/9/9	BIKE3640	252.915	337.22	usr046	Kathleen	Scott	Philippines
INV4927	2015/4/19	ACCE3940	1619.985	2159.98	usr020	Bobby	Bishop	Philippines
INV4941	2013/2/15	BIKE4540	386.46	515.28	usr029	Kelly	Howell	Philippines
INV4942	2013/2/14	BIKE4200	5368.125	7157.5	usr041	Lillian	Mills	Philippines
INV4944	2013/7/23	BIKE3600	4294.5	5726	usr038	Douglas	Jenkins	Philippines
INV4946	2015/4/22	CLTH4240	404.91	539.88	usr039	Samuel	Cruz	Philippines
INV4973	2016/1/20	BIKE4540	142.38	189.84	usr046	Kathleen	Scott	Philippines
INV4998	2015/1/22	BIKE3600	2147.25	2863	usr014	Joe	Warren	Philippines
INV0008	2013/8/29	BIKE3660	2230.6125	2974.15	usr036	Nicole	Mendoza	Portugal
INV0015	2015/6/25	COMP4710	546.135	728.18	usr034	Gloria	Fisher	Portugal
INV0043	2013/11/8	CLTH4260	1518.5475	2024.73	usr034	Gloria	Fisher	Portugal
INV0061	2016/3/2	COMP4710	819.2025	1092.27	usr041	Lillian	Mills	Portugal
INV0083	2013/10/8	BIKE3660	1338.3675	1784.49	usr042	Jessica	Larson	Portugal
INV0087	2015/11/14	BIKE3660	2230.6125	2974.15	usr016	Kevin	Edwards	Portugal
INV0092	2014/7/21	COMP4710	1365.3375	1820.45	usr009	Andrew	Andrews	Portugal
INV0128	2013/8/27	COMP4110	892.245	1189.66	usr015	Melissa	Lynch	Portugal
INV0130	2013/4/26	BIKE3660	1338.3675	1784.49	usr036	Nicole	Mendoza	Portugal
INV0139	2014/6/26	COMP4710	546.135	728.18	usr040	Judy	Snyder	Portugal
INV0143	2015/9/20	COMP4710	546.135	728.18	usr005	Annie	Fox	Portugal
INV0228	2016/2/5	CLTH4260	1631.0325	2174.71	usr008	Rachel	Arnold	Portugal
INV0245	2016/3/13	BIKE3660	2230.6125	2974.15	usr045	Frances	Walker	Portugal
INV0278	2013/1/18	CLTH4260	1687.275	2249.7	usr016	Kevin	Edwards	Portugal
INV0281	2015/8/23	COMP4710	546.135	728.18	usr038	Douglas	Jenkins	Portugal
INV0304	2013/10/22	CLTH4260	2362.185	3149.58	usr034	Gloria	Fisher	Portugal
INV0324	2013/8/9	CLTH4260	393.6975	524.93	usr024	Barbara	Martinez	Portugal
INV0335	2013/4/10	COMP4710	546.135	728.18	usr009	Andrew	Andrews	Portugal
INV0358	2015/11/11	CLTH4260	2474.67	3299.56	usr045	Frances	Walker	Portugal
INV0382	2013/7/27	BIKE3660	1338.3675	1784.49	usr023	Randy	Brown	Portugal
INV0392	2014/1/21	COMP4110	1338.3675	1784.49	usr026	Ralph	Ramos	Portugal
INV0433	2013/5/7	COMP4710	1365.3375	1820.45	usr047	Martin	King	Portugal
INV0455	2013/11/18	BIKE3660	1338.3675	1784.49	usr028	Jennifer	Bell	Portugal
INV0459	2016/2/18	CLTH4260	1968.4875	2624.65	usr030	Frank	Fernandez	Portugal
INV0481	2014/1/14	CLTH4260	168.7275	224.97	usr024	Barbara	Martinez	Portugal
INV0484	2013/5/7	COMP4110	892.245	1189.66	usr002	Dorothy	Hill	Portugal
INV0535	2015/2/8	BIKE3660	446.1225	594.83	usr029	Kelly	Howell	Portugal
INV0554	2015/8/23	COMP4710	546.135	728.18	usr002	Dorothy	Hill	Portugal
INV0558	2014/11/3	COMP4710	1092.27	1456.36	usr012	Terry	Ruiz	Portugal
INV0560	2016/1/22	COMP4110	1338.3675	1784.49	usr034	Gloria	Fisher	Portugal
INV0631	2014/9/1	COMP4710	273.0675	364.09	usr039	Samuel	Cruz	Portugal
INV0643	2014/2/28	COMP4710	1365.3375	1820.45	usr040	Judy	Snyder	Portugal
INV0645	2015/10/20	BIKE3660	446.1225	594.83	usr033	Keith	Cox	Portugal
INV0649	2015/7/30	COMP4710	1092.27	1456.36	usr048	Debra	Riley	Portugal
INV0665	2015/1/17	BIKE3660	1338.3675	1784.49	usr041	Lillian	Mills	Portugal
INV0671	2013/12/26	CLTH4260	2249.7	2999.6	usr050	Maria	Stanley	Portugal
INV0674	2015/5/12	COMP4110	1784.49	2379.32	usr015	Melissa	Lynch	Portugal
INV0707	2015/11/29	BIKE3660	446.1225	594.83	usr036	Nicole	Mendoza	Portugal
INV0739	2015/10/25	BIKE3660	1784.49	2379.32	usr033	Keith	Cox	Portugal
INV0741	2014/4/20	COMP4710	1365.3375	1820.45	usr043	Raymond	Johnston	Portugal
INV0746	2013/3/14	CLTH4260	281.2125	374.95	usr050	Maria	Stanley	Portugal
INV0813	2015/9/14	BIKE3660	2230.6125	2974.15	usr030	Frank	Fernandez	Portugal
INV0845	2014/6/5	BIKE3660	446.1225	594.83	usr033	Keith	Cox	Portugal
INV0864	2015/3/28	CLTH4260	2193.4575	2924.61	usr041	Lillian	Mills	Portugal
INV0886	2014/5/11	CLTH4260	843.6375	1124.85	usr017	Donald	Thomas	Portugal
INV0906	2014/10/27	COMP4110	446.1225	594.83	usr027	Patricia	Jacobs	Portugal
INV0946	2014/7/15	COMP4110	1338.3675	1784.49	usr046	Kathleen	Scott	Portugal
INV0948	2014/8/1	COMP4110	1338.3675	1784.49	usr011	Edward	Kennedy	Portugal
INV1010	2014/11/16	COMP4110	446.1225	594.83	usr028	Jennifer	Bell	Portugal
INV1027	2013/8/15	COMP4710	1092.27	1456.36	usr011	Edward	Kennedy	Portugal
INV1071	2013/11/25	BIKE3660	2230.6125	2974.15	usr039	Samuel	Cruz	Portugal
INV1101	2014/4/4	COMP4710	819.2025	1092.27	usr003	Wayne	Parker	Portugal
INV1109	2014/2/6	COMP4110	446.1225	594.83	usr017	Donald	Thomas	Portugal
INV1115	2013/12/28	COMP4710	1365.3375	1820.45	usr007	Christina	Cook	Portugal
INV1117	2013/2/22	BIKE3660	446.1225	594.83	usr023	Randy	Brown	Portugal
INV1125	2014/4/13	CLTH4260	2305.9425	3074.59	usr001	Elizabeth	Hayes	Portugal
INV1141	2014/8/10	CLTH4260	506.1825	674.91	usr031	Margaret	Matthews	Portugal
INV1151	2016/3/23	COMP4110	1784.49	2379.32	usr040	Judy	Snyder	Portugal
INV1157	2013/3/4	BIKE3660	1784.49	2379.32	usr020	Bobby	Bishop	Portugal
INV1192	2014/10/20	BIKE3660	1784.49	2379.32	usr009	Andrew	Andrews	Portugal
INV1196	2015/6/16	CLTH4260	899.88	1199.84	usr012	Terry	Ruiz	Portugal
INV1222	2014/5/3	COMP4710	1092.27	1456.36	usr033	Keith	Cox	Portugal
INV1224	2013/3/8	CLTH4260	1968.4875	2624.65	usr036	Nicole	Mendoza	Portugal
INV1250	2015/3/9	BIKE3660	2230.6125	2974.15	usr036	Nicole	Mendoza	Portugal
INV1264	2014/6/2	COMP4110	1784.49	2379.32	usr016	Kevin	Edwards	Portugal
INV1277	2016/3/12	CLTH4260	281.2125	374.95	usr010	Gregory	Sanders	Portugal
INV1291	2013/10/1	CLTH4260	1687.275	2249.7	usr047	Martin	King	Portugal
INV1308	2015/3/28	CLTH4260	1743.5175	2324.69	usr006	Dorothy	Garrett	Portugal
INV1318	2013/10/27	BIKE3660	1784.49	2379.32	usr020	Bobby	Bishop	Portugal
INV1369	2013/4/4	COMP4710	273.0675	364.09	usr028	Jennifer	Bell	Portugal
INV1397	2013/3/26	BIKE3660	892.245	1189.66	usr012	Terry	Ruiz	Portugal
INV1404	2014/10/24	COMP4710	1092.27	1456.36	usr049	Rose	Stone	Portugal
INV1406	2014/2/18	COMP4710	819.2025	1092.27	usr034	Gloria	Fisher	Portugal
INV1419	2015/2/18	COMP4110	446.1225	594.83	usr044	Clarence	Ortiz	Portugal
INV1432	2014/7/14	CLTH4260	2305.9425	3074.59	usr041	Lillian	Mills	Portugal
INV1444	2014/1/5	BIKE3660	446.1225	594.83	usr027	Patricia	Jacobs	Portugal
INV1446	2014/8/11	COMP4710	273.0675	364.09	usr018	Roy	Jackson	Portugal
INV1452	2014/11/5	BIKE3660	1784.49	2379.32	usr041	Lillian	Mills	Portugal
INV1464	2013/3/15	COMP4710	1365.3375	1820.45	usr037	Samuel	Martin	Portugal
INV1468	2013/8/12	BIKE3660	892.245	1189.66	usr006	Dorothy	Garrett	Portugal
INV1496	2014/12/15	COMP4710	1092.27	1456.36	usr017	Donald	Thomas	Portugal
INV1513	2013/11/3	CLTH4260	843.6375	1124.85	usr005	Annie	Fox	Portugal
INV1527	2016/3/8	COMP4110	1338.3675	1784.49	usr004	Willie	Montgomery	Portugal
INV1532	2014/9/14	BIKE3660	446.1225	594.83	usr014	Joe	Warren	Portugal
INV1565	2013/10/31	COMP4110	892.245	1189.66	usr004	Willie	Montgomery	Portugal
INV1572	2015/1/18	CLTH4260	224.97	299.96	usr041	Lillian	Mills	Portugal
INV1642	2014/12/1	COMP4110	1784.49	2379.32	usr028	Jennifer	Bell	Portugal
INV1651	2014/8/29	COMP4710	273.0675	364.09	usr021	Doris	Jones	Portugal
INV1676	2015/6/26	BIKE3660	1784.49	2379.32	usr006	Dorothy	Garrett	Portugal
INV1677	2013/3/29	CLTH4260	1293.5775	1724.77	usr034	Gloria	Fisher	Portugal
INV1680	2013/6/19	CLTH4260	1912.245	2549.66	usr033	Keith	Cox	Portugal
INV1735	2013/5/7	BIKE3660	1784.49	2379.32	usr037	Samuel	Martin	Portugal
INV1745	2015/4/8	COMP4710	1365.3375	1820.45	usr031	Margaret	Matthews	Portugal
INV1748	2015/12/24	COMP4710	546.135	728.18	usr011	Edward	Kennedy	Portugal
INV1764	2013/3/23	COMP4110	446.1225	594.83	usr021	Doris	Jones	Portugal
INV1789	2015/4/30	BIKE3660	446.1225	594.83	usr043	Raymond	Johnston	Portugal
INV1828	2013/6/28	COMP4110	2230.6125	2974.15	usr047	Martin	King	Portugal
INV1833	2015/2/4	CLTH4260	1181.0925	1574.79	usr019	William	Grant	Portugal
INV1847	2013/6/14	CLTH4260	1349.82	1799.76	usr011	Edward	Kennedy	Portugal
INV1864	2014/4/2	COMP4710	819.2025	1092.27	usr028	Jennifer	Bell	Portugal
INV1870	2013/2/13	CLTH4260	1574.79	2099.72	usr017	Donald	Thomas	Portugal
INV1875	2016/3/13	COMP4710	546.135	728.18	usr011	Edward	Kennedy	Portugal
INV2011	2013/12/27	BIKE3660	1784.49	2379.32	usr040	Judy	Snyder	Portugal
INV2016	2013/12/15	BIKE3660	2230.6125	2974.15	usr021	Doris	Jones	Portugal
INV2023	2013/8/30	BIKE3660	2230.6125	2974.15	usr023	Randy	Brown	Portugal
INV2053	2014/3/23	COMP4110	2230.6125	2974.15	usr035	Willie	Jackson	Portugal
INV2069	2014/5/20	COMP4710	273.0675	364.09	usr026	Ralph	Ramos	Portugal
INV2081	2015/4/2	COMP4110	892.245	1189.66	usr004	Willie	Montgomery	Portugal
INV2109	2014/3/17	COMP4710	819.2025	1092.27	usr014	Joe	Warren	Portugal
INV2121	2013/9/1	COMP4710	1365.3375	1820.45	usr041	Lillian	Mills	Portugal
INV2152	2015/1/11	CLTH4260	112.485	149.98	usr028	Jennifer	Bell	Portugal
INV2161	2014/11/7	COMP4110	892.245	1189.66	usr023	Randy	Brown	Portugal
INV2250	2015/6/11	COMP4110	2230.6125	2974.15	usr029	Kelly	Howell	Portugal
INV2253	2015/12/22	COMP4710	273.0675	364.09	usr027	Patricia	Jacobs	Portugal
INV2327	2016/3/21	COMP4710	1365.3375	1820.45	usr033	Keith	Cox	Portugal
INV2336	2015/11/14	CLTH4260	618.6675	824.89	usr004	Willie	Montgomery	Portugal
INV2392	2013/3/27	COMP4110	446.1225	594.83	usr001	Elizabeth	Hayes	Portugal
INV2465	2013/3/1	BIKE3660	1338.3675	1784.49	usr008	Rachel	Arnold	Portugal
INV2493	2015/7/28	COMP4110	1784.49	2379.32	usr029	Kelly	Howell	Portugal
INV2515	2016/1/26	COMP4110	1338.3675	1784.49	usr005	Annie	Fox	Portugal
INV2526	2013/9/27	BIKE3660	892.245	1189.66	usr015	Melissa	Lynch	Portugal
INV2529	2015/1/27	COMP4710	1092.27	1456.36	usr039	Samuel	Cruz	Portugal
INV2562	2013/3/1	COMP4710	1092.27	1456.36	usr032	Joe	Perry	Portugal
INV2567	2014/12/25	COMP4110	446.1225	594.83	usr019	William	Grant	Portugal
INV2615	2015/8/8	COMP4710	1365.3375	1820.45	usr038	Douglas	Jenkins	Portugal
INV2620	2013/2/6	CLTH4260	449.94	599.92	usr048	Debra	Riley	Portugal
INV2629	2015/6/13	CLTH4260	1518.5475	2024.73	usr029	Kelly	Howell	Portugal
INV2663	2013/6/5	COMP4110	892.245	1189.66	usr015	Melissa	Lynch	Portugal
INV2690	2015/3/10	COMP4710	819.2025	1092.27	usr044	Clarence	Ortiz	Portugal
INV2697	2015/5/2	CLTH4260	2137.215	2849.62	usr026	Ralph	Ramos	Portugal
INV2710	2014/9/15	COMP4110	892.245	1189.66	usr041	Lillian	Mills	Portugal
INV2714	2016/3/25	BIKE3660	446.1225	594.83	usr029	Kelly	Howell	Portugal
INV2741	2016/4/9	BIKE3660	892.245	1189.66	usr037	Samuel	Martin	Portugal
INV2766	2014/10/10	BIKE3660	1784.49	2379.32	usr004	Willie	Montgomery	Portugal
INV2799	2016/4/14	COMP4710	546.135	728.18	usr005	Annie	Fox	Portugal
INV2802	2013/10/31	COMP4710	1092.27	1456.36	usr033	Keith	Cox	Portugal
INV2851	2013/11/13	BIKE3660	1784.49	2379.32	usr012	Terry	Ruiz	Portugal
INV2862	2013/8/21	COMP4110	446.1225	594.83	usr025	David	Carr	Portugal
INV2863	2015/6/23	COMP4710	819.2025	1092.27	usr046	Kathleen	Scott	Portugal
INV2898	2015/9/13	BIKE3660	892.245	1189.66	usr045	Frances	Walker	Portugal
INV2945	2013/8/6	CLTH4260	2418.4275	3224.57	usr019	William	Grant	Portugal
INV2946	2016/1/10	BIKE3660	1784.49	2379.32	usr033	Keith	Cox	Portugal
INV3006	2015/8/16	CLTH4260	1068.6075	1424.81	usr024	Barbara	Martinez	Portugal
INV3074	2013/6/25	BIKE3660	1784.49	2379.32	usr017	Donald	Thomas	Portugal
INV3093	2016/2/2	BIKE3660	2230.6125	2974.15	usr007	Christina	Cook	Portugal
INV3105	2015/3/12	BIKE3660	446.1225	594.83	usr010	Gregory	Sanders	Portugal
INV3124	2015/12/27	COMP4710	273.0675	364.09	usr010	Gregory	Sanders	Portugal
INV3125	2015/8/3	BIKE3660	1784.49	2379.32	usr036	Nicole	Mendoza	Portugal
INV3129	2015/2/11	COMP4710	819.2025	1092.27	usr030	Frank	Fernandez	Portugal
INV3159	2016/4/12	CLTH4260	2643.3975	3524.53	usr001	Elizabeth	Hayes	Portugal
INV3202	2015/9/23	CLTH4260	1799.76	2399.68	usr005	Annie	Fox	Portugal
INV3204	2014/11/21	BIKE3660	1784.49	2379.32	usr041	Lillian	Mills	Portugal
INV3209	2014/1/28	CLTH4260	337.455	449.94	usr009	Andrew	Andrews	Portugal
INV3249	2015/3/11	COMP4710	546.135	728.18	usr025	David	Carr	Portugal
INV3255	2016/2/13	BIKE3660	1784.49	2379.32	usr028	Jennifer	Bell	Portugal
INV3312	2013/2/5	CLTH4260	1631.0325	2174.71	usr004	Willie	Montgomery	Portugal
INV3315	2013/2/13	BIKE3660	2230.6125	2974.15	usr036	Nicole	Mendoza	Portugal
INV3331	2014/10/17	COMP4710	546.135	728.18	usr001	Elizabeth	Hayes	Portugal
INV3345	2014/2/13	BIKE3660	892.245	1189.66	usr032	Joe	Perry	Portugal
INV3376	2013/12/15	COMP4110	446.1225	594.83	usr026	Ralph	Ramos	Portugal
INV3387	2015/9/12	BIKE3660	892.245	1189.66	usr015	Melissa	Lynch	Portugal
INV3388	2014/7/21	CLTH4260	1518.5475	2024.73	usr033	Keith	Cox	Portugal
INV3392	2014/11/26	COMP4710	819.2025	1092.27	usr027	Patricia	Jacobs	Portugal
INV3499	2015/1/15	COMP4710	819.2025	1092.27	usr015	Melissa	Lynch	Portugal
INV3501	2015/7/21	CLTH4260	1012.365	1349.82	usr013	Louis	Rice	Portugal
INV3507	2013/8/6	BIKE3660	1338.3675	1784.49	usr020	Bobby	Bishop	Portugal
INV3532	2014/7/16	CLTH4260	1518.5475	2024.73	usr029	Kelly	Howell	Portugal
INV3533	2014/8/11	BIKE3660	446.1225	594.83	usr044	Clarence	Ortiz	Portugal
INV3538	2016/4/10	CLTH4260	2080.9725	2774.63	usr015	Melissa	Lynch	Portugal
INV3542	2013/2/4	COMP4110	2230.6125	2974.15	usr002	Dorothy	Hill	Portugal
INV3556	2013/3/18	COMP4710	546.135	728.18	usr036	Nicole	Mendoza	Portugal
INV3557	2016/4/3	COMP4710	819.2025	1092.27	usr033	Keith	Cox	Portugal
INV3559	2013/9/3	COMP4110	892.245	1189.66	usr022	Elizabeth	Weaver	Portugal
INV3585	2015/7/31	COMP4110	1338.3675	1784.49	usr006	Dorothy	Garrett	Portugal
INV3586	2014/9/18	BIKE3660	1784.49	2379.32	usr040	Judy	Snyder	Portugal
INV3589	2014/4/22	CLTH4260	1518.5475	2024.73	usr037	Samuel	Martin	Portugal
INV3607	2013/2/10	CLTH4260	674.91	899.88	usr014	Joe	Warren	Portugal
INV3610	2013/1/4	CLTH4260	1687.275	2249.7	usr012	Terry	Ruiz	Portugal
INV3614	2015/5/10	COMP4110	2230.6125	2974.15	usr041	Lillian	Mills	Portugal
INV3636	2013/4/4	COMP4110	1338.3675	1784.49	usr047	Martin	King	Portugal
INV3652	2016/3/2	COMP4710	1092.27	1456.36	usr032	Joe	Perry	Portugal
INV3658	2014/6/25	COMP4710	546.135	728.18	usr038	Douglas	Jenkins	Portugal
INV3693	2015/11/8	BIKE3660	1338.3675	1784.49	usr030	Frank	Fernandez	Portugal
INV3710	2013/4/20	BIKE3660	2230.6125	2974.15	usr019	William	Grant	Portugal
INV3756	2014/9/11	CLTH4260	2137.215	2849.62	usr023	Randy	Brown	Portugal
INV3758	2013/12/28	BIKE3660	1338.3675	1784.49	usr026	Ralph	Ramos	Portugal
INV3763	2015/3/2	CLTH4260	1968.4875	2624.65	usr030	Frank	Fernandez	Portugal
INV3769	2013/4/24	BIKE3660	1784.49	2379.32	usr019	William	Grant	Portugal
INV3791	2014/11/18	COMP4710	1365.3375	1820.45	usr026	Ralph	Ramos	Portugal
INV3805	2014/1/12	CLTH4260	2024.73	2699.64	usr002	Dorothy	Hill	Portugal
INV3806	2013/5/11	COMP4110	1784.49	2379.32	usr029	Kelly	Howell	Portugal
INV3826	2014/2/7	BIKE3660	1784.49	2379.32	usr004	Willie	Montgomery	Portugal
INV3828	2013/3/2	BIKE3660	446.1225	594.83	usr038	Douglas	Jenkins	Portugal
INV3856	2014/1/16	COMP4710	1365.3375	1820.45	usr010	Gregory	Sanders	Portugal
INV3932	2013/9/14	CLTH4260	2643.3975	3524.53	usr001	Elizabeth	Hayes	Portugal
INV3935	2014/11/16	CLTH4260	2699.64	3599.52	usr031	Margaret	Matthews	Portugal
INV3936	2014/8/7	COMP4110	446.1225	594.83	usr045	Frances	Walker	Portugal
INV3944	2016/3/11	COMP4710	546.135	728.18	usr029	Kelly	Howell	Portugal
INV3946	2016/2/13	CLTH4260	731.1525	974.87	usr017	Donald	Thomas	Portugal
INV3962	2015/8/8	COMP4710	273.0675	364.09	usr001	Elizabeth	Hayes	Portugal
INV3988	2015/4/22	BIKE3660	892.245	1189.66	usr007	Christina	Cook	Portugal
INV4001	2014/3/12	COMP4110	1338.3675	1784.49	usr023	Randy	Brown	Portugal
INV4012	2013/1/12	COMP4110	2230.6125	2974.15	usr011	Edward	Kennedy	Portugal
INV4033	2015/11/5	COMP4110	1784.49	2379.32	usr042	Jessica	Larson	Portugal
INV4042	2014/9/25	CLTH4260	1237.335	1649.78	usr010	Gregory	Sanders	Portugal
INV4054	2015/9/18	COMP4110	446.1225	594.83	usr022	Elizabeth	Weaver	Portugal
INV4055	2015/11/11	COMP4110	2230.6125	2974.15	usr002	Dorothy	Hill	Portugal
INV4080	2014/12/11	BIKE3660	1784.49	2379.32	usr037	Samuel	Martin	Portugal
INV4081	2015/4/9	COMP4710	1092.27	1456.36	usr037	Samuel	Martin	Portugal
INV4105	2014/6/20	COMP4710	546.135	728.18	usr022	Elizabeth	Weaver	Portugal
INV4119	2013/5/28	COMP4110	892.245	1189.66	usr030	Frank	Fernandez	Portugal
INV4129	2016/4/6	COMP4710	546.135	728.18	usr002	Dorothy	Hill	Portugal
INV4192	2016/1/22	BIKE3660	446.1225	594.83	usr019	William	Grant	Portugal
INV4248	2014/10/19	CLTH4260	2699.64	3599.52	usr018	Roy	Jackson	Portugal
INV4270	2014/4/9	BIKE3660	1338.3675	1784.49	usr012	Terry	Ruiz	Portugal
INV4281	2014/8/13	CLTH4260	1631.0325	2174.71	usr028	Jennifer	Bell	Portugal
INV4291	2014/10/22	COMP4710	273.0675	364.09	usr030	Frank	Fernandez	Portugal
INV4313	2013/7/17	COMP4710	273.0675	364.09	usr031	Margaret	Matthews	Portugal
INV4321	2015/2/22	COMP4110	1784.49	2379.32	usr046	Kathleen	Scott	Portugal
INV4332	2014/9/29	CLTH4260	224.97	299.96	usr019	William	Grant	Portugal
INV4351	2013/1/17	CLTH4260	1124.85	1499.8	usr014	Joe	Warren	Portugal
INV4366	2014/10/18	BIKE3660	1338.3675	1784.49	usr046	Kathleen	Scott	Portugal
INV4367	2015/6/4	CLTH4260	1743.5175	2324.69	usr045	Frances	Walker	Portugal
INV4407	2014/6/26	COMP4110	446.1225	594.83	usr012	Terry	Ruiz	Portugal
INV4409	2014/3/3	COMP4710	1365.3375	1820.45	usr006	Dorothy	Garrett	Portugal
INV4411	2013/7/11	COMP4710	1092.27	1456.36	usr042	Jessica	Larson	Portugal
INV4418	2013/7/29	COMP4710	273.0675	364.09	usr001	Elizabeth	Hayes	Portugal
INV4423	2014/5/12	CLTH4260	2643.3975	3524.53	usr034	Gloria	Fisher	Portugal
INV4453	2013/12/30	COMP4710	273.0675	364.09	usr046	Kathleen	Scott	Portugal
INV4505	2013/11/23	CLTH4260	1574.79	2099.72	usr033	Keith	Cox	Portugal
INV4514	2015/12/10	COMP4710	1365.3375	1820.45	usr019	William	Grant	Portugal
INV4526	2015/10/21	CLTH4260	2812.125	3749.5	usr028	Jennifer	Bell	Portugal
INV4528	2014/11/23	COMP4710	1092.27	1456.36	usr027	Patricia	Jacobs	Portugal
INV4533	2014/1/11	COMP4710	546.135	728.18	usr031	Margaret	Matthews	Portugal
INV4543	2015/7/5	BIKE3660	1338.3675	1784.49	usr030	Frank	Fernandez	Portugal
INV4551	2016/1/15	COMP4110	1338.3675	1784.49	usr022	Elizabeth	Weaver	Portugal
INV4571	2015/6/15	CLTH4260	449.94	599.92	usr039	Samuel	Cruz	Portugal
INV4632	2014/1/13	CLTH4260	112.485	149.98	usr022	Elizabeth	Weaver	Portugal
INV4645	2014/9/24	COMP4710	819.2025	1092.27	usr044	Clarence	Ortiz	Portugal
INV4685	2014/5/11	COMP4110	446.1225	594.83	usr040	Judy	Snyder	Portugal
INV4697	2016/2/21	COMP4710	819.2025	1092.27	usr004	Willie	Montgomery	Portugal
INV4726	2014/2/1	COMP4110	446.1225	594.83	usr032	Joe	Perry	Portugal
INV4755	2016/1/29	COMP4710	1092.27	1456.36	usr022	Elizabeth	Weaver	Portugal
INV4780	2014/3/27	BIKE3660	892.245	1189.66	usr044	Clarence	Ortiz	Portugal
INV4782	2013/11/25	COMP4710	1092.27	1456.36	usr004	Willie	Montgomery	Portugal
INV4806	2013/5/7	COMP4710	1365.3375	1820.45	usr026	Ralph	Ramos	Portugal
INV4807	2015/6/25	CLTH4260	1462.305	1949.74	usr035	Willie	Jackson	Portugal
INV4818	2013/12/21	CLTH4260	787.395	1049.86	usr014	Joe	Warren	Portugal
INV4834	2014/8/5	COMP4710	819.2025	1092.27	usr014	Joe	Warren	Portugal
INV4842	2015/4/22	COMP4110	446.1225	594.83	usr049	Rose	Stone	Portugal
INV4904	2016/1/12	CLTH4260	787.395	1049.86	usr020	Bobby	Bishop	Portugal
INV4929	2015/10/21	COMP4710	1092.27	1456.36	usr032	Joe	Perry	Portugal
INV4962	2015/1/13	BIKE3660	1784.49	2379.32	usr008	Rachel	Arnold	Portugal
INV4976	2015/5/3	BIKE3660	2230.6125	2974.15	usr001	Elizabeth	Hayes	Portugal
INV4997	2013/8/21	COMP4710	1365.3375	1820.45	usr020	Bobby	Bishop	Portugal
INV0013	2013/11/18	ACCE4965	809.985	1079.98	usr009	Andrew	Andrews	Russia
INV0018	2014/8/26	BIKE3615	252.915	337.22	usr048	Debra	Riley	Russia
INV0035	2015/12/22	ACCE4815	1113.525	1484.7	usr019	William	Grant	Russia
INV0054	2013/5/2	BIKE4065	451.0125	601.35	usr039	Samuel	Cruz	Russia
INV0059	2014/3/17	CLTH4665	562.35	749.8	usr023	Randy	Brown	Russia
INV0060	2014/4/5	CLTH4665	1051.35	1401.8	usr045	Frances	Walker	Russia
INV0073	2013/1/11	ACCE4815	1670.2875	2227.05	usr015	Melissa	Lynch	Russia
INV0076	2014/3/9	BIKE4515	1000.26	1333.68	usr043	Raymond	Johnston	Russia
INV0098	2013/10/1	ACCE4815	556.7625	742.35	usr013	Louis	Rice	Russia
INV0114	2013/7/21	ACCE4965	404.9925	539.99	usr014	Joe	Warren	Russia
INV0121	2014/11/18	ACCE4965	1214.9775	1619.97	usr015	Melissa	Lynch	Russia
INV0134	2013/9/29	BIKE4065	270.6075	360.81	usr026	Ralph	Ramos	Russia
INV0137	2014/11/26	CLTH4215	525	700	usr038	Douglas	Jenkins	Russia
